Name	CheckpointCER	LearningIteration	TrainingIteration	EvalCER	IterationCER	ValidationCER
		119826	231200		2.198	
		119865	231300		2.134	
		119904	231400		2.118	
		119943	231500		2.108	
		119982	231600		2.138	
		120025	231700		2.066	
		120076	231800		2.212	
		120119	231900		2.231	
		120161	232000		2.229	
		120204	232100		2.109	
		120239	232200		2.062	
		120272	232300		2.107	
		120311	232400		2.103	
		120350	232500		2.133	
		120388	232600		2.092	
		120423	232700		2.083	
		120465	232800		1.979	
		120498	232900		1.936	
		120539	233000		1.899	
		120577	233100		1.955	
		120614	233200		1.964	
		120647	233300		1.918	
		120685	233400		1.959	
		120727	233500		1.979	
		120764	233600		2.025	
		120807	233700		2.093	
		120848	233800		2.08	
		120881	233900		2.062	
		120924	234000		2.102	
		120957	234100		2.073	
		120996	234200		2.08	
		121029	234300		2.043	
		121058	234400		2.048	
		121095	234500		2.004	
		121128	234600		1.962	
		121173	234700		2.008	
		121214	234800		2.06	
		121251	234900		2.135	
		121297	235000		2.145	
		121337	235100		2.263	
		121369	235200		2.252	
		121410	235300		2.339	
		121444	235400		2.323	
		121472	235500		2.265	
		121505	235600		2.292	
		121540	235700		2.242	
		121577	235800		2.191	
		121609	235900		2.17	
		121647	236000		2.115	
		121676	236100		1.982	
		121708	236200		1.998	
		121745	236300		1.968	
		121782	236400		1.993	
		121825	236500		2.053	
		121870	236600		2.149	
		121907	236700		2.12	
		121938	236800		2.107	
		121976	236900		2.111	
		122009	237000		2.152	
		122047	237100		2.187	
		122091	237200		2.23	
		122121	237300		2.233	
		122164	237400		2.211	
		122215	237500		2.351	
		122257	237600		2.284	
		122305	237700		2.287	
sanPlusMinus	59.371	100	100			
sanPlusMinus	46.221	200	200			
sanPlusMinus	38.643	300	300			
sanPlusMinus	33.477	399	400			
sanPlusMinus	30.374	499	500			
sanPlusMinus	27.718	596	600			
sanPlusMinus	25.687	694	700			
sanPlusMinus	24.152	791	800			
sanPlusMinus	22.84	888	900			
sanPlusMinus	21.955	985	1000			
sanPlusMinus	17.261	1082	1100			
sanPlusMinus	15.237	1179	1200			
sanPlusMinus	14.041	1273	1300			
sanPlusMinus	13.343	1371	1400			
sanPlusMinus	12.591	1465	1500			
sanPlusMinus	12.086	1653	1700			
sanPlusMinus	11.49	1931	2000			
sanPlusMinus	11.107	2478	2600			
sanPlusMinus	10.65	2747	2900			
sanPlusMinus	9.853	3920	4200			
sanPlusMinus	9.322	4190	4500			
sanPlusMinus	8.824	4699	5100			
sanPlusMinus	8.477	5998	6600			
sanPlusMinus	8.015	6170	6800			
sanPlusMinus	7.746	6588	7300			
sanPlusMinus	7.472	7745	8700			
sanPlusMinus	7.217	9870	11300			
sanPlusMinus	6.83	10184	11700			
sanPlusMinus	6.508	12741	15000			
sanPlusMinus	6.236	14463	17300			
sanPlusMinus	5.91	15865	19200			
sanPlusMinus	5.425	18044	22200			
sanPlusMinus	5.193	22073	27900			
sanPlusMinus	4.985	23311	29700			
sanPlusMinus	4.786	25307	32700			
sanPlusMinus	4.57	28972	38300			
sanPlusMinus	4.378	30227	40300			
sanPlusMinus	4.178	32145	43300			
sanPlusMinus	4.047	35590	48900			
sanPlusMinus	3.904	36703	50800			
sanPlusMinus	3.756	36879	51100			
sanPlusMinus	3.617	41858	59500			
sanPlusMinus	3.474	43045	61600			
sanPlusMinus	3.293	47743	70000			
sanPlusMinus	3.132	54421	82400			
sanPlusMinus	3.032	54526	82600			
sanPlusMinus	2.931	54573	82700			
sanPlusMinus	2.709	59752	92900			
sanPlusMinus	2.593	71598	116800			
sanPlusMinus	2.502	75388	124800			
sanPlusMinus	2.381	80210	135100			
sanPlusMinus	2.281	84894	145600			
sanPlusMinus	2.203	84933	145700			
sanPlusMinus	2.045	94010	166700			
sanPlusMinus	1.954	107081	198600			
sanPlusMinus	1.8	112332	211800			
		8813		7.0133874		
		10503		7.0977469		
		11517		6.762363		
		11839		6.6709364		
		12068		6.7098006		
		13261		6.6840859		
		16091		6.5200398		
		17097		6.0219354		
		17324		6.1211044		
		18044		5.742721		
		19208		6.3473688		
		19844		5.9683806		
		23504		5.8927784		
		24641		5.5972942		
		25376		5.8646054		
		26396		5.6291509		
		27011		5.4662403		
		29034		5.8244927		
		30041		5.5356117		
		30227		5.4548465		
		31252		5.3689454		
		32145		5.4919702		
		33152		5.7582384		
		33522		5.2839126		
		33642		5.2397757		
		36879		5.3147711		
		37895		5.1916431		
		40019		5.4081935		
		43094		5.1431163		
		44148		5.0105934		
		45946		5.20135		
		46004		4.9288828		
		47955		5.1420827		
		49061		5.0953217		
		49118		5.1508708		
		49354		4.8790459		
		49516		5.2029709		
		50549		4.9848784		
		51646		4.9972889		
		51758		5.1879977		
		54573		5.041413		
		55602		4.8205059		
		59802		4.7833566		
		60850		4.4874983		
		62128		4.7407691		
		62534		4.7510051		
		65212		5.1216582		
		66294		4.99571		
		66768		4.9086974		
		67810		5.1647239		
		70339		5.0284502		
		71400		5.0395372		
		71598		4.6730584		
		72640		4.969449		
		74932		4.723401		
		75433		5.0020849		
		76454		4.4788728		
		76757		4.5854243		
		77761		4.4728934		
		78488		4.9406068		
		78924		4.6901439		
		79791		4.8094727		
		80210		4.7166503		
		81254		4.6165781		
		81764		4.7176621		
		82783		4.5746391		
		85028		4.7565195		
		86045		4.622149		
		86222		4.6919999		
		86578		4.7653125		
		86803		4.7369927		
		86843		4.721136		
		87487		4.5132538		
		88287		4.7464938		
		88328		4.2991735		
		89251		4.6009401		
		89974		4.8217018		
		90164		4.4414356		
		94010		4.3761636		
		95060		4.3039946		
		95267		4.2713558		
		95644		4.5239194		
		95856		4.5162746		
		95937		4.2779673		
		96100		4.6493257		
		96240		4.1533012		
		96325		4.4485434		
		107081		4.7201824		
		108158		4.4323313		
		108491		4.7374207		
		108528		4.4244803		
		108761		4.4933041		
		108955		4.3382864		
		109084		4.6257482		
		109193		4.5430123		
